VegetationId,VistNo,SampleID_key,VegetationCodeID,Area,WetWeight,DryWeight,HealthCode,Notes
1260,,6620,28,100,,,,
1261,,6621,28,100,,,,
1262,,6622,28,100,,,,
1264,,6623,28,100,,,,
1265,,6623,49,1,,,Healthy,T
1266,,6625,28,100,,,,
1267,,6626,11,1,332,,Active new growth;Healthy,TRACE
1268,,6626,34,1,332,,Healthy,TRACE
1269,,6626,16,95,332,,Healthy,
1270,,6626,8,1,332,,Healthy,TRACE
1271,,6626,28,5,332,,,
1281,,6040,13,90,,,,
1282,,6040,8,5,,,,
1283,,6040,27,5,,,,
1284,,6180,28,100,,,,
1285,,6186,28,30,2400,,,
1286,,6191,16,1,,,Healthy,trace
1287,,6211,8,40,2100,,Active new growth;Healthy,
1290,,6185,28,0,3800,,,
1291,,6213,28,0,1920,,,
1292,,6212,28,0,1460,,,
1293,,6210,28,0,830,,,
1294,,6211,28,0,2100,,,
1295,,6209,28,0,2100,,,
1296,,6208,28,0,,,,no weight recorded
1297,,6244,28,0,,,,
1298,,6382,28,100,,,,
1299,,6443,28,0,,,,
1300,,6442,28,0,,,,
1301,,6460,28,0,,,,
1302,,6459,28,0,,,,
1303,,6458,28,0,,,,
1304,,6457,28,0,,,,
1305,,6454,28,0,,,,
1306,,6453,28,0,,,,
1308,,6449,25,100,,,Healthy,
1309,,6449,28,0,,,,
1310,,6448,28,0,,,,
1311,,6445,28,0,,,,
1312,,6444,28,0,,,,
1313,,6523,28,0,,,,
1314,,6522,28,0,,,,
1315,,6526,28,0,754,,,
1316,,6530,28,0,1748,,,
1317,,6531,28,0,1713,,,
1318,,6547,28,100,,,,
1319,,6592,28,0,,,,
1320,,6562,28,0,,,,
1321,,6563,28,0,,,,
1322,,6566,28,0,,,,
1323,,6569,28,0,,,,
1324,,6572,28,0,,,,
1325,,6573,28,0,,,,
1326,,6574,28,0,,,,
1327,,6575,28,0,,,,
1328,,6576,28,0,,,,
1329,,6577,28,0,,,,
1330,,6578,28,0,,,,
1331,,6579,28,0,,,,
1332,,6580,28,0,,,,
1333,,6581,28,0,,,,
1334,,6583,28,0,,,,
1335,,6584,28,0,,,,
1336,,6585,28,0,,,,
1337,,6586,28,0,,,,
1339,,6591,28,100,,,,
1340,,6597,28,0,510.7,51.4,,dw QCd by DSE on 16mar2022- ww from field replaced with ww from lab
1341,,6600,28,0,,,,
1342,,6595,28,100,,,,
1343,,6611,28,0,,,,
1361,,6661,16,20,150,,Active new growth;Healthy,
1362,,6661,28,80,150,,,
1363,,6662,16,20,162,,Active new growth;Healthy,
1364,,6662,28,80,162,,,
1366,,6663,5,1,,,Healthy,Trace
1367,,6663,25,70,,,Blackened / Dead Material;Yellowing / Browning,
1368,,6663,28,30,,,,
1369,,6664,25,70,,,Blackened / Dead Material;Yellowing / Browning,
1370,,6664,28,30,,,,
1371,,6665,16,20,,,Active new growth;Healthy,
1372,,6665,25,70,,,Blackened / Dead Material;Yellowing / Browning,
1373,,6665,28,10,,,,
1374,,6666,25,70,,,Blackened / Dead Material;Yellowing / Browning,
1376,,6666,28,30,,,,
1378,,6667,5,1,,,Healthy,TRACE
1379,,6667,25,95,,,Blackened / Dead Material;Yellowing / Browning,
1380,,6667,28,5,,,,
1381,,6668,5,1,,,Healthy,Trace
1382,,6668,25,95,,,Blackened / Dead Material;Yellowing / Browning,
1383,,6668,28,5,,,,
1384,,6669,25,100,,,Blackened / Dead Material;Yellowing / Browning,
1385,,6669,28,0,,,,
1386,,6670,25,95,,,Blackened / Dead Material;Yellowing / Browning,
1387,,6670,28,5,,,,
1388,,6671,25,15,,,Blackened / Dead Material;Yellowing / Browning,
1389,,6671,28,85,,,,
1390,,6672,16,5,,,Healthy,
1391,,6672,25,15,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1392,,6672,28,80,,,,
1393,,6673,16,5,,,Healthy,
1394,,6673,25,25,,,Blackened / Dead Material;Yellowing / Browning,
1395,,6673,28,70,,,,
1397,,6674,16,25,,,,No health recorded
1398,,6674,28,75,,,,
1399,,6675,25,100,,,Blackened / Dead Material;Yellowing / Browning,
1400,,6675,28,0,,,,
1401,,6676,25,100,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1402,,6676,28,0,,,,
1403,,6677,25,80,,,Blackened / Dead Material;Yellowing / Browning,
1404,,6677,28,0,,,,
1405,,6678,25,100,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1406,,6678,28,0,,,,
1409,,6679,25,95,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1410,,6679,28,5,,,,
1411,,6680,16,1,9,,Healthy,Trace
1412,,6680,28,95,9,,,
1413,,6680,27,10,9,,Active new growth;Healthy,
1414,,6681,28,100,,,,
1417,,6683,25,100,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1418,,6683,28,0,,,,
1419,,6684,8,15,32,,Healthy,
1420,,6684,28,85,32,,,
1424,,5507,28,40,,,,
1425,,5511,28,0,,,,
1426,,6685,8,55,145,,Active new growth;Healthy,
1427,,6685,16,5,145,,Healthy,
1428,,6685,28,40,145,,,
1429,,6686,28,100,,,,
1430,,6687,28,100,,,,
1431,,6688,27,1,315,,Healthy,
1432,,6688,8,75,315,,Active new growth;Healthy,
1433,,6688,28,25,315,,,
1434,,6689,27,1,170,,Active new growth;Healthy,
1435,,6689,8,70,170,,Active new growth;Healthy,
1436,,6689,28,30,170,,,
1437,,6690,27,10,347,,Active new growth;Healthy,
1438,,6690,8,50,347,,,health not recorded-dse 01feb2022
1439,,6690,16,30,347,,Healthy,
1440,,6690,28,10,347,,,
1442,,6691,49,60,450,,Active new growth;Healthy,
1443,,6691,8,40,450,,Active new growth;Healthy,
1444,,6691,28,0,450,,,
1445,,6692,49,5,1655,,Healthy;Yellowing / Browning,
1446,,6692,8,90,1655,,Active new growth;Healthy;Yellowing / Browning,
1447,,6692,16,5,1655,,Healthy,
1448,,6692,28,0,1655,,,
1449,,6693,49,5,948,,Healthy;Yellowing / Browning,
1450,,6693,8,90,948,,Active new growth;Healthy;Yellowing / Browning,
1451,,6693,16,5,948,,Healthy,
1452,,6693,28,0,948,,,
1453,,6694,8,95,1235,,Active new growth;Healthy,
1454,,6694,16,5,1235,,Healthy,
1455,,6694,28,0,1235,,,
1456,,6695,8,90,1313,,Active new growth;Healthy,
1457,,6695,16,10,1313,,Healthy,
1458,,6695,28,0,1313,,,
1459,,6696,5,20,,,Healthy,
1460,,6696,25,80,,,Blackened / Dead Material;Yellowing / Browning,
1461,,6696,28,0,,,,
1462,,6697,5,5,,,Healthy,
1463,,6697,25,90,,,Blackened / Dead Material;Yellowing / Browning,
1464,,6697,28,5,,,,
1465,,6698,25,95,,,Active new growth,
1466,,6698,28,5,,,,
1467,,6699,25,95,,,Active new growth,
1468,,6699,28,5,,,,
1469,,6700,25,100,,,Blackened / Dead Material,
1470,,6700,28,0,,,,
1471,,6701,25,100,,,Blackened / Dead Material;Yellowing / Browning,
1472,,6701,28,0,,,,
1473,,6702,34,1,586,,Active new growth,Trace
1474,,6702,8,100,586,,Healthy,
1475,,6702,16,1,586,,Active new growth,Trace
1476,,6703,8,100,913,,Active new growth;Healthy,
1477,,6703,16,1,913,,Active new growth,Trace
1478,,6703,28,0,913,,,
1479,,6702,28,0,586,,,
1480,,6704,8,90,682,,Foliage loss / Stemmy;Healthy;Yellowing / Browning,
1481,,6704,16,10,682,,Active new growth,
1482,,6704,28,0,682,,,
1483,,6705,8,85,174,,Active new growth;Foliage loss / Stemmy;Healthy;Yellowing / Browning,
1484,,6705,16,5,174,,Active new growth,
1485,,6705,28,10,174,,,
1486,,6706,27,5,,,Healthy,
1487,,6706,12,10,,,Healthy,
1488,,6706,5,85,,,Healthy,
1489,,6706,28,0,,,,
1491,,6707,6,60,165,,Active new growth;Healthy,
1492,,6707,12,5,165,,Healthy,
1493,,6707,5,10,165,,Healthy,
1494,,6707,28,25,165,,,
1495,,6708,8,10,52,,Healthy,
1496,,6708,16,5,52,,Active new growth,
1497,,6708,28,85,52,,,
1498,,6709,8,10,74,,Healthy,
1499,,6709,16,5,74,,Active new growth,
1500,,6709,28,85,74,,,
1501,,6710,8,60,165,,Foliage loss / Stemmy;Healthy,
1502,,6710,16,5,165,,Active new growth,
1503,,6710,28,35,165,,,
1504,,6711,8,5,17,,Healthy,
1505,,6711,16,1,17,,Active new growth,Trace
1506,,6711,28,95,17,,,
1507,,6712,16,25,62,,Active new growth;Healthy,
1508,,6712,28,75,62,,,
1509,,6713,8,5,39,,Healthy,
1510,,6713,16,10,39,,Active new growth;Healthy,
1511,,6713,28,85,39,,,
1512,,6714,28,100,,,,
1513,,6058,46,100,,,Healthy,
1514,,6059,46,100,,,Healthy,
1515,,5636,28,100,,,,stupec present but not caught
1516,,6718,25,100,,,Healthy,
1517,,6719,27,90,,,Healthy,what about other 10%- ask DC
1518,,6720,25,100,,,Healthy,
1519,,6721,25,100,,,Healthy,
1520,,6722,34,60,,,Healthy,
1521,,6722,28,40,,,,
1522,,6719,28,10,,,,
1523,,6723,27,25,,,Healthy,
1524,,6723,34,25,,,Healthy,
1525,,6723,28,50,,,,
1526,,6724,34,30,,,Healthy,
1527,,6724,27,10,,,Healthy,
1528,,6724,28,60,,,,
1541,,5165,28,100,,,,
1547,,6743,16,10,41,,Active new growth;Healthy,
1548,,6743,28,90,41,,,
1549,,6744,8,5,20,,Healthy;Yellowing / Browning,
1550,,6744,16,1,20,,Healthy,TRACE
1551,,6744,28,95,20,,,
1552,,6745,25,90,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1553,,6745,28,10,,,,
1554,,6746,25,85,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1555,,6746,28,15,,,,
1556,,6748,25,100,,,Blackened / Dead Material;Yellowing / Browning,
1557,,6748,28,0,,,,
1558,,6749,25,100,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1559,,6749,28,0,,,,
1560,,6750,25,100,,,Active new growth;Blackened / Dead Material;Yellowing / Browning,
1561,,6750,28,0,,,,
1562,,6751,25,80,,,Blackened / Dead Material;Yellowing / Browning,
1563,,6751,28,20,,,,
1564,,6752,16,10,,,Healthy,
1565,,6752,25,10,,,Blackened / Dead Material,
1566,,6752,28,80,,,,
1567,,6753,16,10,,,Healthy,
1568,,6753,25,10,,,Blackened / Dead Material,
1569,,6753,28,80,,,,
1570,,6754,25,100,,,Blackened / Dead Material,
1571,,6754,28,0,,,,
1572,,6755,28,0,,,,
1573,,6755,25,100,,,Blackened / Dead Material,
1574,,6756,28,100,,,,
1575,,6757,16,25,55,,Active new growth;Healthy,
1576,,6757,28,75,55,,,
1577,,6758,8,95,601,,Active new growth;Healthy,
1578,,6758,16,5,601,,Active new growth,
1579,,6758,28,0,601,,,
1580,,6759,8,90,328,,Active new growth;Healthy,
1581,,6759,16,5,328,,Active new growth,
1582,,6759,28,5,328,,,
1583,,6760,34,1,206,,,health not noted
1584,,6760,8,75,206,,Foliage loss / Stemmy;Healthy,
1585,,6760,28,25,206,,,
1586,,6761,8,10,57,,Foliage loss / Stemmy;Healthy,
1587,,6761,28,90,57,,,
1601,,6783,46,100,,,,
1602,,6784,46,100,,,,
1603,,6786,16,50,,,,
1604,,6786,11,10,,,,
1605,,6786,27,30,,,,
1606,,6786,8,10,,,,
1607,,6787,8,90,,,,
1608,,6787,49,10,,,,
1609,,6787,13,0,,,,
1610,,6787,27,0,,,,
1611,,6788,11,25,,,,
1612,,6788,8,60,,,,
1613,,6788,49,10,,,,
1614,,6788,27,5,,,,
1615,,6789,49,100,,,,
1616,,6790,34,80,,,,
1617,,6790,11,10,,,,
1618,,6790,49,5,,,,
1619,,6790,8,5,,,,
1620,,6790,27,0,,,,
1621,,6791,27,50,,,,
1622,,6791,8,30,,,,
1623,,6791,34,15,,,,
1624,,6791,11,5,,,,
1625,,6792,34,30,,,,
1626,,6792,49,70,,,,
1627,,6793,11,95,,,,
1628,,6793,16,5,,,,
1629,,6794,11,70,,,,
1630,,6794,16,30,,,,
1631,,6795,11,10,,,,
1632,,6795,34,70,,,,
1633,,6795,34,20,,,,
1634,,6796,49,100,,,,
1635,,6797,11,10,,,,
1636,,6797,27,10,,,,
1637,,6797,16,80,,,,
1638,,6798,11,90,,,,
1639,,6798,34,10,,,,
1640,,6801,27,80,,,,
1641,,6801,13,20,,,,
1642,,6803,13,100,,,,
1643,,6805,27,60,,,,
1644,,6805,8,20,,,,
1645,,6805,25,20,,,,
1661,,6821,28,100,,,,
1662,,6822,28,100,,,,
1663,,6823,28,100,,,,
1664,,6824,28,100,,,,
1665,,6825,28,100,,,,
1666,,6826,28,100,,,,
1667,,6827,28,100,,,,
1668,,6828,28,100,,,,
1669,,6829,28,100,,,,
1670,,6830,28,100,,,,
1671,,6831,28,100,,,,
1672,,6832,28,100,,,,
1673,,6833,28,100,,,,
1674,,6834,28,100,,,,
1676,,6835,28,100,,,,
1677,,5612,46,100,,,,
1678,,6836,28,100,,,,
1679,,6837,28,100,,,,
1680,,6838,28,100,,,,
1681,,6839,28,100,,,,
1682,,6839,49,1,,,Healthy,Trace
1683,,6840,28,100,,,,
1684,,6841,28,100,,,,
1685,,6842,28,100,,,,
1686,,6843,28,100,,,,
1687,,6844,28,100,,,,
1688,,6845,28,100,,,,
1689,,6846,28,100,,,,
1690,,6847,28,100,,,,
1691,,6001,8,30,299.3,,Active new growth;Healthy,
1692,,6001,27,65,299.3,,Healthy,
1693,,6001,28,5,299.3,,,
1694,,6000,28,5,,,,
1695,,6848,28,100,,,,
1696,,6849,28,100,,,,
1697,,6850,28,100,,,,
1698,,6851,28,100,,,,
1699,,6015,28,0,434.6,,,
1700,,6852,28,100,,,,
1701,,6014,28,0,,,,
1702,,6853,28,100,,,,
1703,,6012,28,0,1549.6,,,
1704,,6854,28,100,,,,
1705,,6855,28,100,,,,
1706,,6856,28,100,,,,
1707,,6857,28,100,,,,
1708,,6858,28,100,,,,
1709,,6859,28,100,,,,
1710,,6860,28,100,,,,
1711,,6861,28,100,,,,
1712,,6862,28,100,,,,
1713,,6863,28,100,,,,
1714,,6864,28,100,,,,
1715,,6865,28,100,,,,
1716,,6026,11,0,,,,taken beneath EGEDEN bed
1717,,6866,28,100,,,,
1718,,6867,28,100,,,,
1719,,6868,28,100,,,,
1720,,6869,28,100,,,,
1721,,6870,28,100,,,,
1722,,6871,28,100,,,,
1723,,6873,28,100,,,,
1724,,6874,28,100,,,,
1725,,6875,28,100,,,,
1726,,6876,28,100,,,,
1727,,6876,13,1,,,Healthy,Trace
1728,,6876,49,1,,,Healthy,In bag; Trace
1729,,6877,28,100,,,,
1730,,6878,28,100,,,,
1731,,6879,28,100,,,,
1732,,6880,28,100,,,,
1733,,6881,28,100,,,,
1734,,6882,28,100,,,,
1735,,6884,28,100,,,,
1736,,6885,28,100,,,,
1737,,6887,28,100,,,,veg brought back
1738,,6887,34,1,,,Healthy,Trace; veg btough back. same as other sample in whril pack ; so change if necessary
1739,,6887,8,1,,,Healthy,Trace; veg brought back.
1740,,6888,28,100,,,,
1741,,6889,28,100,,,,
1742,,6891,28,100,,,,
1743,,6892,58,95,,,Healthy,
1744,,6892,28,5,,,,
1745,,6890,58,100,,,Healthy,
1746,,6890,28,0,,,,
1747,,6893,28,100,,,,
1748,,6894,28,100,,,,
1749,,6895,58,100,,,Healthy,
1750,,6895,28,0,,,,
1751,,6896,58,95,,,Healthy,
1752,,6896,5,5,,,Healthy,
1753,,6896,28,0,,,,
1754,,6897,58,90,,,Healthy,
1755,,6897,5,5,,,Healthy,
1756,,6897,28,5,,,,
1757,,6898,27,1,175,,Healthy,
1758,,6898,34,1,175,,Healthy,
1759,,6898,8,50,175,,Healthy,
1760,,6898,16,10,175,,,BROWN
1761,,6898,28,40,175,,,
1762,,6899,27,5,118,,Healthy,
1763,,6899,8,40,118,,Healthy,
1764,,6899,16,10,118,,Yellowing / Browning,Brown
1765,,6899,28,45,118,,,
1766,,6900,28,100,,,,
1767,,6901,28,100,,,,
1768,,6902,19,90,,,Healthy,
1769,,6902,5,5,,,Healthy,
1770,,6902,28,5,,,,
1781,,6904,16,100,,,,
1782,,6908,11,60,,,,
1783,,6908,13,30,,,,
1784,,6908,27,10,,,,
1801,,6164,13,0,,,,
1802,,6164,25,0,,,,
1803,,6164,11,0,,,,
1804,,6945,11,50,,,,
1805,,6945,8,50,,,,
1806,,6953,28,100,,,,
1807,,6955,34,1,,,Healthy,
1808,,6955,28,100,,,,
1809,,6956,11,10,252,,Active new growth;Healthy,
1810,,6956,25,5,252,,Healthy,
1811,,6956,28,85,252,,,
1812,,6957,28,100,,,,
1813,,6958,28,100,,,,
1814,,6959,28,100,,,,
1815,,6960,28,100,,,,
1816,,6961,28,100,,,,
1817,,6962,28,100,,,,
1818,,6963,11,5,8,,Active new growth;Healthy,
1819,,6963,28,95,8,,,
1820,,6964,28,100,,,,
1821,,6965,28,100,,,,
1822,,6964,34,1,,,Healthy,Trace
1823,,6967,28,100,,,,
1824,,6968,28,100,,,,
1825,,6969,28,100,,,,
1826,,6970,28,100,,,,
1827,,6970,34,1,,,Healthy,Trace
1828,,6971,28,100,,,,
1829,,6972,28,100,,,,
1830,,6973,28,100,,,,
1831,,6973,34,1,,,Healthy,
1832,,6974,28,100,,,,
1833,,6975,25,70,,,Active new growth;Yellowing / Browning,
1834,,6976,28,30,,,,
1835,,6976,25,70,,,Active new growth;Yellowing / Browning,
1836,,6977,25,30,,,Active new growth;Healthy,
1837,,6977,28,70,,,,
1838,,6978,25,40,,,Active new growth;Yellowing / Browning,
1839,,6978,28,60,,,,
1840,,6975,28,30,,,,
1841,,6979,25,70,,,Active new growth;Yellowing / Browning,
1842,,6979,28,30,,,,
1843,,6980,28,70,,,,
1844,,6980,25,30,,,Active new growth;Yellowing / Browning,
1845,,6981,28,100,,,,
1846,,6981,25,1,,,Foliage loss / Stemmy,Trace
1847,,6981,8,1,,,Healthy,Trace
1848,,6982,11,5,817,,Healthy,
1849,,6982,28,95,817,,,
1850,,6983,28,100,,,,
1851,,6984,28,100,,,,
1852,,6985,25,80,,,Blackened / Dead Material;Yellowing / Browning,GPS from map
1853,,6985,28,20,,,,GPS from map
1854,,6986,25,80,,,Blackened / Dead Material;Yellowing / Browning,GPS from map
1855,,6986,28,20,,,,GPS from map
1856,,6987,25,80,,,Blackened / Dead Material;Yellowing / Browning,GPS from map
1857,,6987,28,20,,,,GPS from map
1858,,6988,25,80,,,Blackened / Dead Material;Yellowing / Browning,GPS from map
1859,,6988,28,20,,,,GPS from map
1860,,6989,25,70,,,Blackened / Dead Material;Yellowing / Browning,
1861,,6989,28,30,,,,
1862,,6990,25,70,,,Foliage loss / Stemmy;Yellowing / Browning,
1863,,6990,28,30,,,,
1864,,6991,28,100,,,,
1865,,6992,28,100,,,,
1866,,6993,28,100,,,,
1867,,6994,28,100,,,,
1868,,6782,34,90,,,,
1869,,6782,13,10,,,,
1881,,7001,25,80,,,Yellowing / Browning,
1882,,7001,28,20,,,,
1883,,7002,25,90,,,Active new growth,
1884,,7002,28,10,,,,
1885,,7003,25,70,,,Foliage loss / Stemmy;Yellowing / Browning,
1886,,7003,28,30,,,,
1887,,7004,25,70,,,Foliage loss / Stemmy;Yellowing / Browning,
1888,,7004,28,30,,,,
1889,,7005,25,40,,,Foliage loss / Stemmy;Yellowing / Browning,
1890,,7005,28,60,,,,
1891,,7006,25,40,,,Foliage loss / Stemmy;Yellowing / Browning,
1892,,7006,28,60,,,,
1894,,7007,25,70,,,Foliage loss / Stemmy;Yellowing / Browning,GPS from map
1895,,7007,28,30,,,,GPS from map
1896,,7008,25,70,,,Foliage loss / Stemmy;Yellowing / Browning,GPS from map
1897,,7008,28,30,,,,GPS from map
1898,,7009,28,100,,,,
1899,,7010,28,100,,,,
1900,,7011,28,100,,,,
1901,,7011,11,1,,,Foliage loss / Stemmy,Trace
1902,,7012,28,100,,,,
1903,,7012,11,1,,,Foliage loss / Stemmy;Healthy,Trace
1904,,7012,8,1,,,Foliage loss / Stemmy;Healthy,Trace
1905,,7013,25,25,,,Foliage loss / Stemmy;Yellowing / Browning,
1906,,7013,28,75,,,,
1907,,7014,25,40,,,Active new growth;Foliage loss / Stemmy;Yellowing / Browning,
1908,,7014,28,60,,,,
1909,,7015,11,10,440,,Active new growth;Healthy,
1910,,7015,25,1,440,,Active new growth;Foliage loss / Stemmy,Trace
1911,,7015,8,5,440,,Healthy,
1912,,7015,13,1,440,,Foliage loss / Stemmy,Trace
1913,,7015,28,85,440,,,
1914,,7016,28,100,,,,
1915,,2946,49,40,,,Healthy,
1916,,2946,28,60,,,,
1917,,7018,25,70,,,Foliage loss / Stemmy;Yellowing / Browning,
1918,,7018,28,30,,,,
1919,,7019,25,80,,,Yellowing / Browning,
1920,,7019,28,20,,,,
1921,,7020,28,100,,,,
1922,,7021,28,100,,,,
1923,,7022,28,100,,,,
1924,,7023,28,100,,,,
1925,,7024,11,5,20,,Active new growth;Healthy,
1926,,7024,28,95,20,,,
1927,,7025,28,100,,,,
1928,,7026,28,100,,,,
1929,,7027,28,100,,,,
1930,,7028,28,100,,,,
1931,,7029,28,100,,,,
1932,,7031,28,100,,,,
1933,,6099,28,70,,,,
1934,,7032,28,100,,,,
1935,,7033,28,100,,,,
1936,,7034,28,100,,,,
1937,,7035,28,100,,,,
1938,,7036,11,5,30,,Active new growth;Foliage loss / Stemmy;Healthy,
1939,,7036,8,1,30,,Healthy,Trace
1940,,7036,28,95,30,,,
1941,,7037,28,100,,,,
1942,,7038,25,5,,,Active new growth;Foliage loss / Stemmy,
1943,,7038,28,95,,,,
1944,,7039,28,100,,,,
1945,,7040,28,100,,,,
1946,,7041,28,100,,,,
1947,,7042,28,100,,,,
1948,,7043,28,100,,,,
1949,,7044,28,100,,,,
1950,,7045,28,100,,,,
1951,,7046,28,100,,,,
1952,,292,31,100,,,Healthy,
1953,,2872,46,100,,,Healthy,
1954,,3272,8,50,,,Healthy,
1955,,3272,13,10,,,Healthy,
1956,,3272,27,40,,,Healthy,
1964,,340,31,100,,,Healthy,
1965,,297,46,100,,,Healthy,
1966,,407,48,100,,,Healthy,
1967,,377,31,95,,,Healthy,
1968,,377,55,5,,,Healthy,
1969,,450,31,100,,,Healthy,
1970,,431,31,100,,,Healthy,
1971,,466,31,100,,,Healthy,
1976,,6919,34,70,,,,
1977,,6919,11,10,,,,
1978,,6919,27,20,,,,
1979,,7089,6,100,531.84,61.64,Active new growth;Healthy,
1980,,7089,28,0,531.84,61.64,,
1981,,7090,6,100,731,,Active new growth;Healthy,
1982,,7090,16,1,731,,Yellowing / Browning,Trace
1983,,7090,28,0,731,,,
1984,,7091,6,100,1374,,Active new growth;Healthy,
1985,,7091,28,0,1374,,,
1986,,7092,6,70,407,,Active new growth;Healthy,
1987,,7092,28,30,407,,,
1988,,7093,6,90,1615,,Active new growth;Healthy,
1989,,7093,28,10,1615,,,
1990,,7094,6,90,680,,Active new growth;Healthy,
1991,,7094,28,10,680,,,
1992,,7095,6,90,725,,Active new growth;Healthy,
1993,,7095,28,10,725,,,
1994,,7096,6,100,1557,,Active new growth;Healthy;Yellowing / Browning,
1995,,7096,28,0,1557,,,
1996,,7097,6,80,757,,Active new growth;Healthy;Yellowing / Browning,
1997,,7097,16,10,757,,Healthy,
1998,,7097,28,10,757,,,
1999,,7098,6,100,1131,,Active new growth;Healthy,
2000,,7098,16,1,1131,,Healthy,Trace
2001,,7098,28,0,1131,,,
2002,,7099,6,5,929,,Active new growth;Healthy,
2003,,7099,16,90,929,,Healthy,
2004,,7099,28,5,929,,,
2005,,7100,6,85,643,,Active new growth;Healthy,
2006,,7100,16,5,643,,Healthy,
2007,,7100,28,10,643,,,
2008,,7101,28,100,,,,
2009,,7102,6,10,286,,Active new growth;Healthy,
2010,,7102,16,40,286,,Healthy,
2011,,7102,28,45,286,,,
2012,,7103,6,25,204,,Active new growth;Healthy,
2013,,7103,16,50,204,,Healthy,
2014,,7103,28,25,204,,,
2015,,7104,6,70,2390,,,
2016,,7104,16,30,2390,,,
2017,,7104,28,0,2390,,,
2018,,7105,16,80,244.04,16.35,Healthy,
2019,,7105,28,20,244.04,16.35,,
2020,,7106,6,40,1369,,Active new growth;Healthy,
2021,,7106,16,60,1369,,Healthy,
2022,,7106,28,0,1369,,,
2023,,7107,6,20,755,,Active new growth;Healthy,
2024,,7107,16,20,755,,Healthy,
2025,,7107,25,30,755,,Blackened / Dead Material,
2026,,7107,28,30,755,,,
2027,,7108,6,10,932,,Healthy,
2028,,7108,16,90,932,,Healthy,
2029,,7108,28,0,932,,,
2041,,7070,16,80,,,,
2042,,7070,11,20,,,,
2043,,7071,11,100,,,,1% Trace
2044,,7072,11,90,,,,
2045,,7072,59,10,,,,Detritus
2046,,7073,11,100,,,,
2047,,7074,11,60,,,,
2048,,7074,16,40,,,,
2049,,7076,11,20,,,,
2050,,7076,34,40,,,,
2051,,7076,49,40,,,,
2052,,7077,16,90,,,,
2053,,7077,11,10,,,,
2054,,7078,49,80,,,,
2055,,7078,34,20,,,,
2056,,7088,49,100,,,,
2061,,7137,16,60,,,,
2062,,7137,11,30,,,,
2063,,7137,27,10,,,,
2064,,7122,11,20,,,,
2065,,7122,6,70,,,,
2066,,7122,16,10,,,,
2067,,7128,11,45,,,,
2068,,7128,16,45,,,,
2069,,7128,8,5,,,,
2122,,7271,16,,,,,
2123,,7271,59,0,,,,
2124,,7271,55,0,,,,
2125,,7271,31,0,,,,
2190,,7315,56,30,,,,
2191,,7315,55,30,,,,
2192,,7315,31,40,,,,
2201,,7344,12,100,,,Active new growth;Healthy,
2202,,7349,27,100,,,Active new growth;Healthy,
2203,,7350,27,100,,,Active new growth;Healthy,
2221,,7364,48,100,,,Healthy,
2222,,7369,48,100,,,Healthy,
2241,,7381,12,10,,,,
2242,,7381,55,60,,,,
2243,,7381,25,10,,,,
2247,,7391,11,100,,,Healthy,
2261,,7404,11,100,,,Active new growth;Healthy,gear ID 1; 
2262,,7404,28,0,,,,gear ID 1; 
2264,,7406,11,100,2239,,Active new growth;Healthy,
2265,,7417,11,100,1241,,Active new growth;Healthy,
2266,,7416,11,100,,,Active new growth;Healthy,
2281,,7441,25,100,,,Active new growth,
2301,,7497,48,100,,,Healthy,
2302,,7498,12,100,,,,Health code not recerded
2303,,7499,48,100,,,Healthy,
2321,,7479,46,100,,,Healthy,
2322,,7478,8,100,,,,
2323,,7478,5,1,,,,
2324,,7483,46,70,,,Healthy,
2325,,7483,56,30,,,Healthy,
2326,,7482,46,100,,,Healthy,
2327,,7581,46,100,,,Healthy,
2328,,7486,25,60,,,Yellowing / Browning,
2329,,7486,8,40,,,Active new growth;Healthy,
2341,,7641,27,100,,,,
2361,,7661,11,10,68,,Active new growth;Healthy,
2362,,7661,28,90,68,,,
2363,,7662,28,100,,,,
2364,,7663,28,100,,,,
2365,,7664,28,100,,,,
2366,,7665,28,100,,,,
2367,,7666,28,60,230,,,dw QCd by DSE on 16mar2022- dw was done on twp subsamples...do not add them
2368,,7666,49,40,230,15.16,Healthy,dw QCd by DSE on 16mar2022- dw was done on twp subsamples...do not add them
2369,,7667,28,100,,,,
2370,,7668,28,100,,,,
2371,,7669,28,100,,,,
2372,,7670,28,100,,,,
2373,,7671,28,100,,,,
2374,,7672,28,100,,,,
2375,,7673,49,80,400,12.67,Healthy,dry weight not yet confirmed by dse
2376,,7675,49,95,1050,,Healthy,
2377,,7675,28,5,1050,,,
2378,,7673,28,20,400,12.67,,dry weight not yet confirmed by dse
2379,,7676,28,100,,,,
2380,,7677,28,100,,,,
2381,,7679,28,100,,,,
2382,,7680,49,10,351,,Healthy,
2383,,7680,28,90,351,,Healthy,
2384,,7681,49,50,360,,Healthy,
2385,,7681,28,50,360,,,
