QAQC,VisitNo,Boat,Crew,Location,Visit Date,Station,Weather,WindWaves,WindDirection,Tide,Secchi,SurfTemp,DO,SC,pH,Turbidity,Phycocyanin,Chlorophyll,FDOM,Microcystis,SondeNo,Wetland,DataQuality,QuestionableData,SiteComments
false,1352,Kvichak,RKH;JM;RK,Yolo Bypass,09/08/2016,Z_OLD_STAIRSTEPS2,1=0-33% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,52,,, , , 14.3, , , , 1=absent, , , , false, YSI batteries dead
false,1353,Kvichak,RKH;RK;JM,Yolo Bypass,09/08/2016,Z_OLD_STAIRSTEPS1,1=0-33% clouds,2= wind 4-7 mph; small wavelets, W, 2=ebb,75,,, , , 11.2, , , , 1=absent, , , , false, YSI batteries dead
false,1354,Kvichak,RKH;RK;JM,z_old_Cache Slough,09/08/2016,Z_OLD_SHAG1,,, , 2=ebb,103,,, , , 44.3, , , , , , , , false, YSI batteries dead
false,1355,Chinook,MS;DC;SS;RKH;RK;KG,Lindsey Slough,09/20/2016,Z_OLD_LINBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,126,20.7,6.8, 208, 5.4, 4.7, , , , 1=absent, , , , false, Crew: Matt Siepert; Dave Contreras; Stacy Sherman; Rosemary Hartman; Ryan Kok; Kyle Griffiths. End Temp- 21.1; end SC - 208; end DO - 6.2; end pH - 6.8
false,1356,Chinook,MS;DC;SS;RKH;RK;KG,Lindsey Slough,09/20/2016,Z_OLD_LINBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,126,20.7,6.8, 208, 5.4, 4.7, , , , 1=absent, , , , false, Each trap baited with stale Kirkland Signature wheat bread (1/3 slice); 1/3 Tetra Weekend Tropical Slow Release Feeder (5 day feeder); and 1 nugget of Magic Bait Catfish Bait Chicken liver and chicken blend.
false,1357,Chinook,MS;DC;SS;RKH;RK;KG,Lindsey Slough,09/20/2016,Z_OLD_LINBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,21.1,6.2, 262, 6.8, , , , , 1=absent, , , , false, 
false,1358,Truck,RKH;SS,Tule Red,10/20/2016,Z_OLD_TR1,1=0-33% clouds,0=Calm; glassy, , ,,16,12.2, 12390, 6.6, 10.6, , , , 1=absent, , , , false, also 20% "lambsquarters"; need to find out what the scientific name is. Cla samples TR1; TR1-dup EM1016B0023; EM1016B0024
false,1359,Other,RKH;SS,Tule Red,10/20/2016,Z_OLD_TR2,1=0-33% clouds,0=Calm; glassy, , ,,16.4,7.5, 12390, 7.1, 9.9, , , , 1=absent, , , , false, Chl-a sample TR2 EM1016B0025; 500ml; 9:37
false,1360,Truck,RKH;SS,Tule Red,10/20/2016,Z_OLD_TR3,1=0-33% clouds,0=Calm; glassy, , ,,15.7,8.24, 16281, 7.3, 4.7, , , , 1=absent, , , , false, Chlorophyll sample TR3; EM1016B0026; 500mL 10:46
false,1361,Other,RKH;SS,Tule Red,10/20/2016,Z_OLD_TR4,1=0-33% clouds,0=Calm; glassy, , 3=low slack,,17.3,8.1, 17879, 7.4, 31.4, , , , 1=absent, , , , false, CHLa sample TR4; EM1016B0027; 500mL Banks were too steep for any other sampling.
false,1362,Other,RKH;SS,Tule Red,10/20/2016,Z_OLD_TR5,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, ,,17.2,10.6, 16503, 7.6, 23.2, , , , 1=absent, , , , false, Managed side of north water control structure CHLa sample TR5; EM1016B0028; 500mL No zooplankton sample
false,1363,Truck,RKH;SS;DC,Tule Red,10/20/2016,Z_OLD_TR6,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,18.1,10.7, 13543, 7.5, 20.6, , , , 1=absent, , , , false, CHLa sample TR6; 500mL  EM1016B0029
false,1364,Other,RKH;SS;DC,Tule Red,10/20/2016,Z_OLD_TR7,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, ,,19,10.3, 13409, 7.3, 10.6, , , , 1=absent, , , , false, CHLa sample TR7; EM1016B0030; 500mL; 13:45
true,1365,Chinook,RKH;MS;RK;KG,Decker Island,01/25/2017,Z_OLD_DECKER BREACH,1=0-33% clouds,0=Calm; glassy, , 4=flood,21,9.1,14.5, 118, 6.1, 53, , , , 1=absent, , , , false, Flows in the river were very high; everything was washed out. Data may not be very meaningful.
true,1366,Chinook,RKH;RK;MS;KG,Decker Island,01/25/2017,Z_OLD_DECKER BREACH,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, , 4=flood,19,9.7,13.2, 115, 6.3, 50.9, , , , 1=absent, , , , false, Tide was ebbing in the Sacramento River; but still flooding onto the channel in the island. Also collected phytoplankton and chlorophyll samples.
false,1367,Other,,Decker Island,01/25/2017,Z_OLD_DECKER BREACH,2=33-66% clouds,0=Calm; glassy, , 2=ebb,22,9.7,13.7, 118, 6.9, 54.3, , , , 1=absent, , , , false, Tide finally turned; high slack was at 15:45. Also collected phytoplankton and chlorophyll samples.
true,1368,Chinook,RKH;KG;SL;MS,Decker Island,02/14/2017,Z_OLD_DECKER BREACH,1=0-33% clouds,0=Calm; glassy, , 2=ebb,16,9.8,9.2, 83, 4.7, 97.4, , , , 1=absent, , , , false, pH meter may not have been calibrated correctly.
true,1369,Chinook,RKH;KG;SL;MS,Decker Island,02/14/2017,Z_OLD_DECKER BREACH,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,21,9.8,9.7, 81, 4.9, 88.5, , , , 1=absent, , , , false, PH meter may not be calibrated correctly
true,1370,Chinook,RKH;KG;SL;MS,Decker Island,02/14/2017,Z_OLD_DECKER BREACH,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,20,9.8,9.8, 79, 5.3, 82.3, , , , 1=absent, , , , false, pH meter may not have been calibrated correctly.
false,1371,Kvichak,RKH;MS;DC,Horseshoe Bend,03/13/2017,Z_OLD_705 FRP,1=0-33% clouds,0=Calm; glassy, , 2=ebb,33,12.6,9.1, 160, 5.1, 22.2, , , , 1=absent, , , , false, Matt kept catching Corbicula on hook and line
false,1372,Kvichak,RKH;DC;MS,Horseshoe Bend,03/13/2017,Z_OLD_706 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,43,12.8,10.5, 159, 5.4, 24.6, , , , 1=absent, , , , false, Pulled just outside SAV line outside Decker breach. Hard to get a proper oblique trawl
false,1373,Kvichak,RKH;DC;MS,z_old_Confluence,03/13/2017,Z_OLD_703 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,48,13.6,9.1, 170, 5.8, 21.2, , , , 1=absent, , , , false, Just oustide tules on north-west end of Sherman Lake. A lot of Stukenia in the water
false,1374,Kvichak,RKH;DC;MS,Browns Island,03/13/2017,Z_OLD_BROWNS CHANNEL,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 1=high slack,68,14.9,7, 519, 6.5, 14, , , , 1=absent, , , , false, Tide was slack in the tidal channel; but ebbing in the river outside
false,1375,Kvichak,RKH;MS;SL,Nurse-Denverton,03/14/2017,Z_OLD_609 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NE, 2=ebb,23,15,7.9, 763, 6.1, 54.2, , , , 1=absent, , , , false, Stukenia present in water. Zooplankton housing may not have been seated correctly during tow
false,1376,Kvichak,RKH;MS;SL,Grizzly Bay,03/14/2017,Z_OLD_602FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,31,14.2,11.5, 202, 6.5, 36.4, , , , 1=absent, , , , false, Next time we need to try this at a higher tide; or bring the jet boat.
false,1377,Kvichak,RKH;MS;KG;SS,Lindsey Slough,03/15/2017,Z_OLD_LINDSEY TULES,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,55,16.8,4.7, 267, 4.8, 18, , , , 1=absent, , , , false, Sampled concurrently with 20mm survey sampling station 720. Sampled water flowing out of restoration site. Sarah Stinson along as guest
true,1789,Chinook,MS;DC;KG,z_old_San Joaquin,01/29/2018,Z_OLD_SJ1,3=66-100% clouds,0=Calm; glassy, , 4=flood,178,11.1,9.5, 357, 7.3, 3.6, , , , 1=absent, , , , false, 
false,1790,Other,RKH,Decker Island,03/09/2018,Z_OLD_DECKER BREACH,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 2=ebb,,11.9,12.4, 172, 7.5, 3.9, , , , 1=absent, , , , false, Sampled water flowing off the breach and just inside the breach.
true,1791,Kvichak,RKH;MS,Decker Island,03/09/2018,Z_OLD_DECKER BREACH,3=66-100% clouds,2= wind 4-7 mph; small wavelets, W, 1=high slack,103,11.3,10.6, 195, 7.2, 5.5, , 2.5, , 1=absent, , , , false, Crew: R. Hartman; M. Siepert; R. Douglas; M. Crane; Alejo Kraus-Polk along as guest Did not have GPS. Samples were taken immediately oustide vegetation line near Decker Island breach. Chlorophyll on the 6600 sonde = 2.5 ug/L
true,1792,Chinook,RKH,z_old_San Joaquin,03/13/2018,Z_OLD_STACYS ISLAND,4=rain,2= wind 4-7 mph; small wavelets, W, 4=flood,114,12.8,10.1, 259, 6.1, 5.9, , , , 1=absent, , , , false, Water was too deep for PVC; channel was too narrow for neuston Michelle Avilla along as a guest. Inside of the island.
true,1793,Other,RKH,z_old_San Joaquin,03/13/2018,Z_OLD_STACYS ISLAND,3=66-100% clouds,3= wind 8-12 mph; large wavelets, SW, 1=high slack,157,12.9,11.2, 266, 7.2, 4, , , , 1=absent, , , , false, Paired with EMP
true,1794,Chinook,RKH,z_old_San Joaquin,03/13/2018,Z_OLD_STACYS ISLAND,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 4=flood,122,12.7,14.7, 270, 6.9, 5.4, , , , 1=absent, , , , false, Along the San Joaquin side of the island.
true,1795,Other,RKH,z_old_San Joaquin,03/13/2018,Z_OLD_STACYS ISLAND,3=66-100% clouds,2= wind 4-7 mph; small wavelets, SW, 4=flood,157,12.9,11.2, 266, 7.2, 4, , , , 1=absent, , , , false, Trawled on Webb Tract side of island.
true,1796,Chinook,MS,Miner Slough,03/02/2018,Z_OLD_724 FRP,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,,9.5,11.1, 153, 7.6, 6.6, , 2, , 1=absent, , , , false, Tried again for ponar; it is still  not working (new miniponar).
true,1797,Chinook,MS,Miner Slough,03/02/2018,Z_OLD_724 FRP,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,114,9.5,11, 151, 7.6, 6.3, , , , 1=absent, , , , false, 
true,1798,Chinook,MS,Miner Slough,03/02/2018,Z_OLD_724 FRP,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,114,9.5,11, 151, 7.6, 6.3, , , , 1=absent, , , , false, 
true,1799,Chinook,MS,Miner Slough,03/02/2018,Z_OLD_724 FRP,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, SW, 2=ebb,167,7.8,9.1, 190, 6.1, 9.4, , 1.2, , 1=absent, , , , false, Tried to get ponar garb but couldnt get a good sample
true,1800,Mudsucker,RKH;MS;KG,Grizzly Bay,03/15/2018,Z_OLD_602FRP,3=66-100% clouds,3= wind 8-12 mph; large wavelets, S, 4=flood,15,12.5,10.7, 6540, 8.5, 149.9, , 37.1, , 1=absent, , , , false, Fishfinder broken; no depths. Too rough for neuston tow.
true,1801,Mudsucker,RKH;MS;KG,Grizzly Bay,03/15/2018,Z_OLD_602FRP,3=66-100% clouds,3= wind 8-12 mph; large wavelets, S, 4=flood,10,11.9,10.7, 6970, 7.9, 138.4, , 17.5, , 1=absent, , , , false, 
true,1802,Other,RKH;MS;KG,Grizzly Bay,03/15/2018,Z_OLD_602FRP,3=66-100% clouds,3= wind 8-12 mph; large wavelets, S, 4=flood,10,11.9,10.7, 6970, 7.9, 138.4, , 17.5, , 1=absent, , , , false, Maggie Christmas along as a guest
true,1803,Other,RKH;MS;KG,Grizzly Bay,03/15/2018,Z_OLD_602FRP,3=66-100% clouds,3= wind 8-12 mph; large wavelets, S, 4=flood,15,12.5,10.7, 6540, 8.5, 149.9, , 37.1, , 1=absent, , , , false, 
true,1804,Other,RKH;MS;KG,Grizzly Bay,03/15/2018,Z_OLD_602FRP,3=66-100% clouds,3= wind 8-12 mph; large wavelets, S, 4=flood,20,12.3,11, 7380, 8.2, 56.2, , 23.8, , 1=absent, , , , false, 
true,1805,Other,RKH;MS;KG,Wings Landing,03/15/2018,Z_OLD_WINGS 1,4=rain,2= wind 4-7 mph; small wavelets, S, 4=flood,22,13.9,8.6, 2960, 7.7, 61.8, , 11.7, , 1=absent, , , , false, Paried with EMP
true,1806,Other,RKH,Liberty Island,03/23/2018,Z_OLD_SWLIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 4=flood,100,12.2,9.9, 211, 8.1, 5.7, , 2.6, , 1=absent, , , , false, Annette Narsynsky along as a guest. Other crew members: Richard Douglas; Matthew Crane; and Rosemary Hartman.
true,1807,Other,RKH,Liberty Island,03/23/2018,Z_OLD_SWLIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 4=flood,93,13.2,11, 309, 8, 6.1, , 3.4, , 1=absent, , , , false, 
true,1808,Other,RKH,Liberty Island,03/23/2018,Z_OLD_NELIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 1=high slack,49,12.5,11.9, 240, 8.1, 13, , 3.9, , 1=absent, , , , false, 
true,1809,Other,RKH,Liberty Island,03/23/2018,Z_OLD_NELIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 1=high slack,43,12.6,11.9, 240, 8.1, 17, , 4.1, , 1=absent, , , , false, 
true,1810,Chinook,RKH,Liberty Island,03/23/2018,Z_OLD_SWLIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,60,12.7,10.9, 260, 8.1, 9.5, , 3.4, , 1=absent, , , , false, 
true,1811,Chinook,MS;DC;KG,z_old_San Joaquin,03/26/2018,Z_OLD_SJ7,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, E, 2=ebb,96,13.8,8, 628, 7.6, 9.6, , , , 1=absent, , , , false, 
true,1812,Chinook,MS;DC;KG,z_old_San Joaquin,03/26/2018,Z_OLD_SJ6,1=0-33% clouds,2= wind 4-7 mph; small wavelets, E, 2=ebb,93,13.4,8.8, 625, 7.6, 10.1, , , , 1=absent, , , , false, 
true,1813,Chinook,MS;DC;KG,z_old_San Joaquin,03/26/2018,Z_OLD_SJ4,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 2=ebb,,14.1,9.8, 591, 7.5, 35.6, , , , 1=absent, , , , false, 
true,1814,Chinook,MS;DC;KG,z_old_San Joaquin,03/26/2018,Z_OLD_SJ2,1=0-33% clouds,3= wind 8-12 mph; large wavelets, W, 3=low slack,,14.3,9.6, 514, 7.6, 11, , , , 1=absent, , , , false, 
true,1815,Other,RKH,Liberty Island,03/23/2018,Z_OLD_NWLIBERTY,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, S, 2=ebb,101,13.2,12, 283, 8.1, 4.6, , 3.1, , 1=absent, , , , false, 
true,1816,Chinook,RKH;KG,Nurse-Denverton,03/27/2018,Z_OLD_609 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 3=low slack,29,13.2,9.9, 1364, 7.8, 36.8, , 6.1, , 1=absent, , , , false, Kalia Schuster along as a guest.
true,1817,Other,RKH;KG,Nurse-Denverton,03/27/2018,Z_OLD_609 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, S, 3=low slack,27,13,10, 1398, 7.7, 34.9, , 6.4, , 1=absent, , , , false, 
true,1818,Other,RKH;KG,Nurse-Denverton,03/27/2018,Z_OLD_609 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,25,13.3,11, 1582, 7.8, 39.4, , 7.2, , 1=absent, , , , false, RKH lost the zooplankton net
true,1819,Chinook,KG,Nurse-Denverton,03/27/2018,Z_OLD_609 FRP,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, SW, 4=flood,,13.6,10.6, 1564, 7.8, 40, , 5.5, , 1=absent, , , , false, Skipped "EAV5" because RKH cant count.
true,1820,Other,RKH;KG,Nurse-Denverton,03/27/2018,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 4=flood,27,13.6,10.7, 1572, 7.7, 39.5, , 5.9, , 1=absent, , , , false, No zooplankton; forgot to record substrate
true,1821,Other,RKH;KG,Nurse-Denverton,03/27/2018,Z_OLD_609 FRP,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 4=flood,24,13.8,11.4, 1585, 7.7, 36.9, , 6, , 1=absent, , , , false, No zooplankton
true,1822,Airboat,RKH;SS;MS,Prospect Island,03/29/2018,Z_OLD_SOPRO3,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,,16.1,10.9, 177, 8.6, 1.8, , , , 1=absent, , , , false, Too shallow for secchi; neuston; or mysid net.=; too deep for PVC
false,1823,Other,RKH;SS;MS,Miner Slough,03/29/2018,Z_OLD_PROBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,,14.7,3.8, 150, 7, 2.7, , , , 1=absent, , , , false, Too shallow for secchi; neuston; too deep for PVC
true,1824,Other,RKH;MS;SS,Prospect Island,03/29/2018,Z_OLD_SOPRO1,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,,17.6,10, 179, 8.6, 0.7, , , , 1=absent, , , , false, Lots of submerged vegetation
true,1825,Other,RKH;MS;SS,Prospect Island,03/29/2018,Z_OLD_SOPRO2,3=66-100% clouds,0=Calm; glassy, , 2=ebb,,16.2,6.9, 187, 7.2, 3.1, , , , 1=absent, , , , false, Carp are spawning everywhere! Crew: Rosemary Hartman; Matt Seipert; Stacy Sherman.  Too shallow for neuston; Mysid; secchi.
true,1826,Other,RKH;SS;MS,Prospect Island,03/29/2018,Z_OLD_SOPRO4,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,,16.3,6.1, 203, 7.5, 1.9, , , , 1=absent, , , , false, LOTS of SAV. Also filementous algae. Also carp; bass. Too shallow for secchi
true,1827,Other,RKH;SS;MS,Prospect Island,03/29/2018,Z_OLD_SOPRO2,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, N, 2=ebb,,16.5,6.9, 187, 7.2, 3.1, , , , 1=absent, , , , false, Next to airboat ramp on ship channel levee
true,1828,Chinook,MS,Lindsey Slough,03/14/2018,Z_OLD_720 FRP,3=66-100% clouds,0=Calm; glassy, , 1=high slack,183,11.3,11.5, 8, 7.3, , , , , 1=absent, , , , false, YSI hit the bottom or vegetation; so recorded numbers must be wrong. It was saying turbidity 285 NTU and chlorophyll 135.2 ug/L.
true,1829,Chinook,MS,Liberty Island,03/14/2018,Z_OLD_723 FRP,3=66-100% clouds,0=Calm; glassy, , 2=ebb,160,13.6,12.1, 214, 8, 2.9, , 1.3, , 1=absent, , , , false, NUT4 (EM0318B0031) taken at south breach; NUT5 (EM0318B0032)  taken outside of breach; NUT6 (EM0318B0033 )taken inside island.
true,1830,Chinook,MS,Miner Slough,03/14/2018,Z_OLD_PROBR,4=rain,1=wind 1-3 mph; scaley ripples, , 3=low slack,200,9.8,, 2, 7.2, 18.3, , 0.7, , 1=absent, , , , false, DO read 23.6; but that must be wrong.
true,1831,Mudsucker,MS;KG,Nurse-Denverton,03/13/2018,Z_OLD_609 FRP,4=rain,0=Calm; glassy, , 4=flood,45,13.5,9.8, 1486, 7.7, 21.4, , 4, , 1=absent, , , , false, This was supposed to be taken in little honker bay; but it was taken in montezuma slough by mistake.
true,3386,Mudsucker,MA;NE;DE;SH,Decker Island,01/02/2020,Z_OLD_DECK_UNK,1=0-33% clouds,0=Calm; glassy, NA, 2=ebb,111,9.7,9.5, 270, 10.4, 7.5, 0.18, 0.3, , 1=absent, , , , false, Location: Decker Inside  Sonde #: 2  Veg Data: SAVGEN (20%); EICCRA (check code) (20%); LUDWIG (25%); SCHSPP (20%); MYRAQU (5%); PHRAUS (20%)  Open Water: 90%   Other: DATA ENTRY Note: used crew and location from previous trawl (visit number 3385)  Trawl Comments: Use previous trawls veg data (visit number 3385)    SampleID: PHY2-DECK-02JAN2020  # Jars: No Data  Jar Type: No Data  GPS: GPS1
true,3387,Mudsucker,MA;NE;DE;SH,Decker Island,01/02/2020,Z_OLD_DECK_UNK,1=0-33% clouds,, , 2=ebb,89,9.8,9.3, 266, 10.6, 7.5, 0.2, 0.3, , 1=absent, , , , false, Location: Decker (NOT CLEAR FROM DATASHEET OF STATION)  Sonde #:2    Sample ID: PHY3-DECK-02JAN2020  GPS: No data
true,3388,Kvichak,DE;MMS,Decker Island,06/07/2019,Z_OLD_DECKER BREACH,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,,19.5,6.8, 113, 7, 8.9, , 0.28, 7.1, 1=absent, 2, , , true, Location: Decker - Decker Breach  Sonde #: 2  Veg Data: No Data  Open Water: No Data   Trawl Comments: Zoop2-DECK-07JUN2019  Other: Phycocyanin = -0.33    SampleID: NUT2-DI-07JUN2019  GPS: 38.08411; 121.72407  Other: EF0619B0137    SampleID: PHY1-DI-07JUN2019  GPS: 38.08411; 121.72407
true,3389,Mudsucker,JC;DC;MMS,Flyway Farms,06/12/2019,Z_OLD_YOLO_UNK,1=0-33% clouds,0=Calm; glassy, W, 2=ebb,,27,5.2, 667, 7.9, 25.7, , 1.3, 16.3, 1=absent, 2, , , false, Location: Flyway Farms (No data on Station)  Sonde #:2  Veg Data: CERDEM (5%) no other vegetation data; leave this blank  Open Water: No data  Trawl Comments: None  Other: Phycocyanin = -0.11    Sample ID: NUT1-YOLO-12JUN2019  GPS: 38.36070; 121.64065  Other: EF0619B0133
true,3390,Mudsucker,JC;DC;DE;KP;MMS,Browns Island,06/13/2019,Z_OLD_BROW_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 1=high slack,72,24,6.8, 361, 7.2, 9.2, , 1, 14.9, 1=absent, 2, , , false, Location: Browns Inside (Station based on GPS)  Sonde #:2  Veg Data: SCHSPP (55%); TYPSPP (20%); SAVGEN (10%); HYDSPP (5%); ALTPHI (T); AZOFIL (5%); PHRAUS (5%)  Open Water: No Data  Other:Phycocyanin = -0.25    Sampe ID:NUT1-BROW-13JUN2019  GPS: 38.03916; 121.85811    Sampe ID:PHY1-BROW-13JUN2019  GPS: 38.03916; 121.85811
true,3391,Mudsucker,DC;DE;KP,Winter Island,06/13/2019,Z_OLD_WINTER CHANNEL,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 4=flood,50,22.6,7.6, 128, 7.5, 14.3, , 0.5, 6, 1=absent, 2, , , false, Location: Winter Inside Channel  Sonde #:2  Veg Data: LUDWIG (30%); TYPSPP and SCHSPP (no data for either)  Open Water: No data  Other: Phycocyanin = -0.33; Secchi and Depth (trawl) circled but not notes  Trawl Comments: Tide flooding but wind driven waves north of breach entrance makes it appear I sampled water coming from the site and not from outside    SampleID: NUT1-WI-13JUN2019  GPS: 38.03825; 121.84649  Nutrient Lot #: A10168093  Chloro #: 26915012  Other: Nutrient lot # and Chl # used for whole day  
true,3392,Chinook,DE;KP;MMS,Lookout Slough,05/21/2019,Z_OLD_LOOK_UNK,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, NW, 1=high slack,132,16.9,6.4, 516, 7.7, 2.8, , 0.8, 28.5, 1=absent, 2, , , false, Location: Lookout Slough  Sonde #:2  Veg Data: SCHSPP (5%); Blackberry (10%); EICCRA (5%); EGEDEN (75%); FILALG (5%); LUDWIG (T)  Open Water: No Data  Other: Phycocyanin = -0.03  Trawl Comments: Zoopplankton meter not working use MAC's  Other: Veg in sample missing from tablet - tiny mac ***Cant read rest of note (data entry note)    Sample ID: NUT1-LS-21MAY2019  GPS: 38.29206; 121.71664  Nutrient Lot #: A10168093  Chloro #:26915012  Other: EFO519B0081
true,3393,Chinook,DE;KP;MMS,Liberty Island,05/21/2019,Z_OLD_LIBE_UNK,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,100,15.2,9.5, 190, 7.9, 5.3, , 0.3, 7.8, 1=absent, 2, , , false, Location: Liberty Island (no station)  Sonde #:2  Veg Data: EGEDEN (70%); SCHSPP (25%); FILALG (5%)  Open Water: 80%  Other: Phycocyanin = -0.29; ****Secchi; Depth; Veg data no notes    Sample ID: NUT2-LI-21MAY2019  GPS: 38.25651; 121.68779  Nutrient Lot #: A10168093  Chloro #:26915012  Other: EF0519B0080
true,3394,Chinook,DE;KP;MMS,Miner Slough,05/21/2019,Z_OLD_PROBR,2=33-66% clouds,1=wind 1-3 mph; scaley ripples, W, 2=ebb,117,14.8,8.7, 109, 7.3, 4.1, , 0.3, 7, 1=absent, 2, , , false, Location: Miner Slough ProBr (Data Entry Note: Check Sample IDs)  Sonde #:2  Veg Data: LUDWIG (90%); SCHSPP (10%)   Open Water: 15%  Other:Phycocyanin = -0.24  Trawl Comments: Held at leaky breach during ebb tide    Sample ID: NUT3-PI-21MAY2019  GPS: 38.24501; 121.66353  Nutrient Lot #: A10168093  Chloro #:26915012  Other: EF0519B0079
true,3395,Chinook,DC;DE;KP,Lookout Slough,06/06/2019,Z_OLD_LOOK_UNK,1=0-33% clouds,2= wind 4-7 mph; small wavelets, NW, 2=ebb,,21.3,8.4, 291, 8.4, 2.6, , 0.2, 10.7, 1=absent, , , , false, OLD DATASHEET FORM -   Location: Lookout Slough  Sonde #: No Data  Veg Data: EGEDEN (80%); CERDEN (10%); EICCRA (5%); SCHSPP (5%)  Open Water: 90%  Other: Secchi not recorded; Phycocyanin = -0.38  Trawl Comments: SAV way too dense to do sample at normal location; trawl depth = 12 ft (avg over site)    Sample ID: NUT1-LS-06JUN2019  GPS: 38.28413;121.71735  Nutrient Lot #: A10168093 – 4x rinse  Chloro #:26915012  Other: EF0519B0136
true,3396,Chinook,DC;DE;KP,Liberty Island,06/06/2019,Z_OLD_SELIBERTY,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,110,19.7,8.8, 167, 8.1, 4.5, , 0.2, 6.8, 1=absent, , , , false, OLD DATASHEET FORM - TYPE NUMBER MAY VARY FROM NEW VERSION  Location: Liberty  Sonde #: No Data  Veg Data: EGEDEN (80%); SCHSPP (20%)  Open Water: 95%  Other: Phycocyanin = -0.33  Trawl Comments: Use mysid for meter - zoop not turning well    Sample ID: NUT2-LI-06JUN2019  GPS: 38.25665; 121.68790  Nutrient Lot #: A10168093 – 4x rinse  Chloro #:26915012  Other: EF0519B0135
true,3397,Chinook,DC;DE;KP,Miner Slough,06/06/2019,Z_OLD_PROBR,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NW, 2=ebb,118,19.1,8.3, 98, 7.4, 4.7, , 2.4, 5.5, 1=absent, 2, , , false, Location: Miner Slough ProBr  Sonde #:2  Veg Data: No Data  Open Water: No Data  Other: Phycocyanin = -0.35  Trawl Comments: Trawls held at leaky breach    Sample ID: NUT3-PI-06JUN2019  GPS: 38.24503; 121.66351  Nutrient Lot #: A10168093 – 4x rinse  Chloro #:26915012  Other: EF0519B0134
true,3443,Mudsucker,DC;SH;MMS,Browns Island,11/13/2019,Z_OLD_BROW_UNK,1=0-33% clouds,1=wind 1-3 mph; scaley ripples, NA, 2=ebb,51,14.9,9.1, 3094, 8.1, 11.4, 0, 0.1, , 1=absent, , , , false, Location: Browns Island  No station listed  PC:0.4  FDOM: "Crazy High"
